Game_Date,Sport,League_ID,Game_Status,Home_Team,Away_Team,Home_Score_Final,Away_Score_Final,Game_ID
2024-01-01 13:00:00,Football,39,Match Finished,Liverpool,Newcastle,4,2,1035367
2024-01-02 12:30:00,Football,39,Match Finished,West Ham,Brighton,0,0,1035372
2024-01-12 12:45:00,Football,39,Match Finished,Burnley,Luton,1,1,1035378
2024-01-13 05:30:00,Football,39,Match Finished,Chelsea,Fulham,1,0,1035379
2024-01-13 10:30:00,Football,39,Match Finished,Newcastle,Manchester City,2,3,1035382
2024-01-14 07:00:00,Football,39,Match Finished,Everton,Aston Villa,0,0,1035380
2024-01-14 09:30:00,Football,39,Match Finished,Manchester United,Tottenham,2,2,1035381
2024-01-20 05:30:00,Football,39,Match Finished,Arsenal,Crystal Palace,5,0,1035375
2024-01-20 10:30:00,Football,39,Match Finished,Brentford,Nottingham Forest,3,2,1035376
2024-01-21 07:00:00,Football,39,Match Finished,Sheffield Utd,West Ham,2,2,1035383
2024-01-21 09:30:00,Football,39,Match Finished,Bournemouth,Liverpool,0,4,1035374
2024-01-22 12:45:00,Football,39,Match Finished,Brighton,Wolves,0,0,1035377
2024-01-30 12:30:00,Football,39,Match Finished,Nottingham Forest,Arsenal,1,2,1035387
2024-01-30 12:45:00,Football,39,Match Finished,Fulham,Everton,0,0,1035385
2024-01-30 12:45:00,Football,39,Match Finished,Luton,Brighton,4,0,1035386
2024-01-30 13:00:00,Football,39,Match Finished,Crystal Palace,Sheffield Utd,3,2,1035391
2024-01-30 13:15:00,Football,39,Match Finished,Aston Villa,Newcastle,1,3,1035384
2024-01-31 12:30:00,Football,39,Match Finished,Tottenham,Brentford,3,2,1035388
2024-01-31 12:30:00,Football,39,Match Finished,Manchester City,Burnley,3,1,1035393
2024-01-31 13:15:00,Football,39,Match Finished,Liverpool,Chelsea,4,1,1035392
2024-02-01 12:30:00,Football,39,Match Finished,West Ham,Bournemouth,1,1,1035389
2024-02-01 13:15:00,Football,39,Match Finished,Wolves,Manchester United,3,4,1035390
2024-02-03 05:30:00,Football,39,Match Finished,Everton,Tottenham,2,2,1035400
2024-02-03 08:00:00,Football,39,Match Finished,Newcastle,Luton,4,4,1035402
2024-02-03 08:00:00,Football,39,Match Finished,Burnley,Fulham,2,2,1035398
2024-02-03 08:00:00,Football,39,Match Finished,Brighton,Crystal Palace,4,1,1035397
2024-02-03 10:30:00,Football,39,Match Finished,Sheffield Utd,Aston Villa,0,5,1035403
2024-02-04 07:00:00,Football,39,Match Finished,Manchester United,West Ham,3,0,1035401
2024-02-04 07:00:00,Football,39,Match Finished,Bournemouth,Nottingham Forest,1,1,1035394
2024-02-04 07:00:00,Football,39,Match Finished,Chelsea,Wolves,2,4,1035399
2024-02-04 09:30:00,Football,39,Match Finished,Arsenal,Liverpool,3,1,1035395
2024-02-05 13:00:00,Football,39,Match Finished,Brentford,Manchester City,1,3,1035396
2024-02-10 05:30:00,Football,39,Match Finished,Manchester City,Everton,2,0,1035409
2024-02-10 08:00:00,Football,39,Match Finished,Fulham,Bournemouth,3,1,1035406
2024-02-10 08:00:00,Football,39,Match Finished,Wolves,Brentford,0,2,1035413
2024-02-10 08:00:00,Football,39,Match Finished,Liverpool,Burnley,3,1,1035407
2024-02-10 08:00:00,Football,39,Match Finished,Tottenham,Brighton,2,1,1035411
2024-02-10 08:00:00,Football,39,Match Finished,Luton,Sheffield Utd,1,3,1035408
2024-02-10 10:30:00,Football,39,Match Finished,Nottingham Forest,Newcastle,2,3,1035410
2024-02-11 07:00:00,Football,39,Match Finished,West Ham,Arsenal,0,6,1035412
2024-02-11 09:30:00,Football,39,Match Finished,Aston Villa,Manchester United,1,2,1035404
2024-02-12 13:00:00,Football,39,Match Finished,Crystal Palace,Chelsea,1,3,1035405
2024-02-17 05:30:00,Football,39,Match Finished,Brentford,Liverpool,1,4,1035414
2024-02-17 08:00:00,Football,39,Match Finished,Newcastle,Bournemouth,2,2,1035420
2024-02-17 08:00:00,Football,39,Match Finished,Fulham,Aston Villa,1,2,1035417
2024-02-17 08:00:00,Football,39,Match Finished,Burnley,Arsenal,0,5,1035415
2024-02-17 08:00:00,Football,39,Match Finished,Tottenham,Wolves,1,2,1035423
2024-02-17 08:00:00,Football,39,Match Finished,Nottingham Forest,West Ham,2,0,1035421
2024-02-17 10:30:00,Football,39,Match Finished,Manchester City,Chelsea,1,1,1035419
2024-02-18 07:00:00,Football,39,Match Finished,Sheffield Utd,Brighton,0,5,1035422
2024-02-18 09:30:00,Football,39,Match Finished,Luton,Manchester United,1,2,1035418
2024-02-19 13:00:00,Football,39,Match Finished,Everton,Crystal Palace,1,1,1035416
2024-02-20 12:30:00,Football,39,Match Finished,Manchester City,Brentford,1,0,1035349
2024-02-21 12:30:00,Football,39,Match Finished,Liverpool,Luton,4,1,1035430
2024-02-24 08:00:00,Football,39,Match Finished,Manchester United,Fulham,1,2,1035431
2024-02-24 08:00:00,Football,39,Match Finished,Brighton,Everton,1,1,1035427
2024-02-24 08:00:00,Football,39,Match Finished,Crystal Palace,Burnley,3,0,1035429
2024-02-24 08:00:00,Football,39,Match Finished,Aston Villa,Nottingham Forest,4,2,1035426
2024-02-24 10:30:00,Football,39,Match Finished,Bournemouth,Manchester City,0,1,1035424
2024-02-24 13:00:00,Football,39,Match Finished,Arsenal,Newcastle,4,1,1035425
2024-02-25 06:30:00,Football,39,Match Finished,Wolves,Sheffield Utd,1,0,1035433
2024-02-26 13:00:00,Football,39,Match Finished,West Ham,Brentford,4,2,1035432
2024-03-02 08:00:00,Football,39,Match Finished,Newcastle,Wolves,3,0,1035440
2024-03-02 08:00:00,Football,39,Match Finished,Fulham,Brighton,3,0,1035437
2024-03-02 08:00:00,Football,39,Match Finished,Everton,West Ham,1,3,1035436
2024-03-02 08:00:00,Football,39,Match Finished,Tottenham,Crystal Palace,3,1,1035443
2024-03-02 08:00:00,Football,39,Match Finished,Brentford,Chelsea,2,2,1035434
2024-03-02 08:00:00,Football,39,Match Finished,Nottingham Forest,Liverpool,0,1,1035441
2024-03-02 10:30:00,Football,39,Match Finished,Luton,Aston Villa,2,3,1035438
2024-03-03 06:00:00,Football,39,Match Finished,Burnley,Bournemouth,0,2,1035435
2024-03-03 08:30:00,Football,39,Match Finished,Manchester City,Manchester United,3,1,1035439
2024-03-04 13:00:00,Football,39,Match Finished,Sheffield Utd,Arsenal,0,6,1035442
2024-03-09 05:30:00,Football,39,Match Finished,Manchester United,Everton,2,0,1035451
2024-03-09 08:00:00,Football,39,Match Finished,Bournemouth,Sheffield Utd,2,2,1035444
2024-03-09 08:00:00,Football,39,Match Finished,Wolves,Fulham,2,1,1035453
2024-03-09 08:00:00,Football,39,Match Finished,Crystal Palace,Luton,1,1,1035449
2024-03-09 10:30:00,Football,39,Match Finished,Arsenal,Brentford,2,1,1035445
2024-03-10 06:00:00,Football,39,Match Finished,Aston Villa,Tottenham,0,4,1035446
